alpha_VSP1,alpha_VSP2,omega_VSP1,omega_VSP2,u_BT,u_VSP1,u_VSP2,Absolute Time
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631469.816553
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631469.826551
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631469.836552
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631469.846556
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631469.856555
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631469.866557
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631469.876555
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631469.886559
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631469.896556
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631469.906557
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631469.916556
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631469.926554
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631469.936557
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631469.946560
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631469.956558
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631469.966558
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631469.976559
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631469.986562
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631469.996560
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631470.006561
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631470.016560
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631470.026558
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631470.036562
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631470.046562
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631470.056562
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631470.066564
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,3568631470.076562
